"기준_날짜","집계_기준","기준_시간","시작_대여소","시작_대여소명","종료_대여소","종료_대여소명","전체건수","전체_이용_분","전체_이용_거리"
"20240717","도착시간","0005","ST-1140","가산동_003_1","ST-1142","가산동_017_1","1","3","508"
"20240717","도착시간","0005","ST-1152","사당3동_031_1","ST-2359","사당3동_019_1","1","5","940"
"20240717","도착시간","0005","ST-1268","보라매동_001_1","ST-3105","신대방2동_020_1","1","2","780"
"20240717","도착시간","0005","ST-1338","방화1동_048_1","ST-2477","방화1동_077_1","1","4","537"
"20240717","도착시간","0005","ST-1539","양평2동_029_1","ST-278","양평2동_007_1","1","5","732"
"20240717","도착시간","0005","ST-1652","대림2동_011_1","ST-727","신대방1동_046_1","1","7","1128"
"20240717","도착시간","0005","ST-1699","문래동_002_1","ST-3142","영등포본동_020_3","1","5","800"
"20240717","도착시간","0005","ST-1718","방화1동_041_1","ST-1253","방화1동_049_1","1","5","703"
"20240717","도착시간","0005","ST-1938","가산동_003_4","ST-3029","가산동_010_1","2","7","651"
"20240717","도착시간","0005","ST-2029","우장산동_029_1","ST-2551","화곡본동_015_2","1","6","617"
"20240717","도착시간","0005","ST-2547","자양2동_003_1","ST-2891","자양2동_016_1","1","5","506"
"20240717","도착시간","0005","ST-262","장안2동_036_1","ST-1300","장안1동_070_1","1","8","1444"
"20240717","도착시간","0005","ST-2852","양평1동_027_2","ST-1653","영등포동_009_1","1","9","1750"
"20240717","도착시간","0005","ST-2904","면목5동_030_4","ST-849","면목3,8동_030_1","1","1","650"
"20240717","도착시간","0005","ST-3039","석관동_049_2","ST-3038","석관동_049_1","1","3","475"
"20240717","도착시간","0005","ST-310","목4동_016_1","ST-994","목1동_005_2","1","5","854"
"20240717","도착시간","0005","ST-3210","동화동_011_1","ST-198","신당동_004_1","1","5","617"
"20240717","도착시간","0005","ST-377","구의3동_021_1","ST-388","광장동_013_2","1","6","1269"
"20240717","도착시간","0005","ST-418","당산1동_003_1","ST-2820","문래동_025_1","1","6","1010"
"20240717","도착시간","0005","ST-512","방화1동_048_2","ST-2884","발산1동_007_2","1","5","1160"
"20240717","도착시간","0005","ST-753","방배2동_013_1","ST-1739","방배2동_005_1","1","4","640"
"20240717","도착시간","0005","ST-761","서초2동_004_2","ST-1161","잠원동_042_1","1","8","1770"
"20240717","출발시간","0005","ST-368","성수2가3동_002_2","ST-654","인수동_025_1","1","116","20619"
"20240717","출발시간","0005","ST-420","영등포동_021_4","ST-426","당산2동_052_1","1","115","22447"
"20240717","출발시간","0005","ST-1093","중화2동_027_1","ST-912","면목본동_062_1","1","8","1250"
"20240717","출발시간","0005","ST-1100","수유3동_016_1","ST-646","번1동_034_2","1","6","639"
"20240717","출발시간","0005","ST-652","수유3동_020_1","ST-2130","번3동_014_1","1","15","3010"
"20240717","출발시간","0005","ST-1137","창5동_002_1","ST-2107","창5동_030_1","1","3","505"
"20240717","출발시간","0005","ST-1185","수서동_028_1","ST-3245","세곡동_004_1","1","494","1622"
"20240717","출발시간","0005","ST-1195","응봉동_003_1","ST-360","행당1동_001_2","1","7","1413"
"20240717","출발시간","0005","ST-124","사직동_009_3","ST-1374","교남동_015_2","1","7","989"
"20240717","출발시간","0005","ST-312","신정4동_015_1","ST-3215","신월2동_006_1","1","10","2011"
"20240717","출발시간","0005","ST-1245","삼성2동_057_1","ST-1575","삼성1동_018_2","1","11","932"
"20240717","출발시간","0005","ST-1251","가양1동_020_1","ST-2045","가양1동_012_12","1","8","1449"
"20240717","출발시간","0005","ST-1285","중계2,3동_046_1","ST-3063","상계6,7동_060_2","1","4","530"
"20240717","출발시간","0005","ST-1331","응암3동_023_1","ST-467","녹번동_048_3","1","15","2184"
"20240717","출발시간","0005","ST-1390","수유2동_030_1","ST-2125","번1동_034_1","1","5","1220"
"20240717","출발시간","0005","ST-1408","오금동_041_1","ST-1420","성내3동_030_1","1","23","2801"
"20240717","출발시간","0005","ST-1420","성내3동_030_1","ST-1838","천호3동_040_1","1","36","1508"
"20240717","출발시간","0005","ST-1420","성내3동_030_1","ST-494","길동_012_2","1","6","977"
"20240717","출발시간","0005","ST-1476","상계10동_034_1","ST-915","상계1동_058_2","1","10","1730"
"20240717","출발시간","0005","ST-1584","잠실6동_004_1","ST-1730","송파1동_038_1","1","9","1680"
"20240717","출발시간","0005","ST-1590","잠실3동_053_3","ST-1586","잠실6동_001_1","1","5","581"
"20240717","출발시간","0005","ST-1631","제기동_032_1","ST-389","전농1동_012_1","1","24","3031"
"20240717","출발시간","0005","ST-1660","자양3동_013_1","ST-2152","서교동_041_1","1","97","19350"
"20240717","출발시간","0005","ST-1660","자양3동_013_1","ST-2309","구의1동_038_1","1","12","1752"
"20240717","출발시간","0005","ST-496","성내2동_018_1","ST-1627","풍납2동_010_2","1","7","1440"
"20240717","출발시간","0005","ST-1672","상계9동_003_1","ST-1124","상계2동_025_1","1","5","1000"
"20240717","출발시간","0005","ST-1699","문래동_002_1","ST-3238","영등포동_056_1","1","7","1410"
"20240717","출발시간","0005","ST-1838","천호3동_040_1","ST-987","자양3동_002_1","1","21","5428"
"20240717","출발시간","0005","ST-1841","성내2동_036_1","ST-1045","성내2동_039_1","1","5","665"
"20240717","출발시간","0005","ST-1841","성내2동_036_1","ST-1836","천호3동_020_1","1","6","922"
"20240717","출발시간","0005","ST-185","소공동_001_8","ST-1756","삼청동_003_2","1","48","2970"
"20240717","출발시간","0005","ST-1860","위례동_057_2","ST-1871","위례동_044_1","1","3","817"
"20240717","출발시간","0005","ST-1864","잠실본동_004_1","ST-2671","삼성1동_025_1","1","18","2858"
"20240717","출발시간","0005","ST-1916","방배본동_030_1","ST-760","방배4동_032_1","1","7","1340"
"20240717","출발시간","0005","ST-1977","문래동_001_1","ST-419","당산1동_006_1","1","3","770"
"20240717","출발시간","0005","ST-2046","가양1동_012_13","ST-1689","가양1동_017_1","1","6","1018"
"20240717","출발시간","0005","ST-2047","가양1동_016_6","ST-2557","화곡6동_024_1","1","12","1520"
"20240717","출발시간","0005","ST-2124","우이동_034_1","ST-1476","상계10동_034_1","1","30","5263"
"20240717","출발시간","0005","ST-2147","상암동_002_1","ST-83","상암동_061_1","1","4","534"
"20240717","출발시간","0005","ST-2177","한강로동_012_1","ST-334","한강로동_026_1","1","7","830"
"20240717","출발시간","0005","ST-2177","한강로동_012_1","ST-436","한강로동_015_2","1","5","730"
"20240717","출발시간","0005","ST-2231","석관동_068_1","ST-2497","휘경1동_002_3","1","18","1871"
"20240717","출발시간","0005","ST-224","북가좌2동_058_1","ST-2217","홍은1동_005_1","1","22","3872"
"20240717","출발시간","0005","ST-2250","녹번동_021_1","ST-2777","응암1동_031_2","1","5","863"
"20240717","출발시간","0005","ST-2284","면목4동_025_1","ST-2284","면목4동_025_1","1","93","10776"
"20240717","출발시간","0005","ST-2403","송천동_053_1","ST-2276","제기동_028_1","1","27","4632"
"20240717","출발시간","0005","ST-2432","중림동_001_2","ST-116","소공동_002_1","1","5","1001"
"20240717","출발시간","0005","ST-259","구의2동_035_1","ST-1194","군자동_003_1","1","14","2620"
"20240717","출발시간","0005","ST-259","구의2동_035_1","ST-2308","화양동_008_2","1","15","2718"
"20240717","출발시간","0005","ST-2688","압구정동_026_1","ST-548","잠실2동_050_1","1","21","5360"
"20240717","출발시간","0005","ST-2702","하계1동_041_1","ST-3174","하계1동_043_1","1","6","484"
"20240717","출발시간","0005","ST-2727","창3동_011_1","ST-2137","번1동_025_1","1","11","1435"
"20240717","출발시간","0005","ST-2731","장위1동_044_1","ST-1111","공릉1동_042_1","1","21","2357"
"20240717","출발시간","0005","ST-292","양평1동_013_1","ST-1965","구로2동_033_1","1","34","4303"
"20240717","출발시간","0005","ST-295","당산2동_025_1","ST-1701","당산2동_057_1","1","4","611"
"20240717","출발시간","0005","ST-664","신도림동_050_1","ST-417","문래동_057_1","1","6","1066"
"20240717","출발시간","0005","ST-2978","염리동_021_1","ST-201","아현동_021_1","1","9","1030"
"20240717","출발시간","0005","ST-1208","돈암2동_037_1","ST-1200","삼선동_010_1","1","13","2140"
"20240717","출발시간","0005","ST-1033","불광2동_001_1","ST-454","대조동_020_1","1","4","670"
"20240717","출발시간","0005","ST-177","숭인2동_005_2","ST-1198","왕십리도선동_027_1","1","7","1073"
"20240717","도착시간","0010","ST-454","대조동_020_1","ST-2778","불광1동_024_1","1","6","911"
"20240717","도착시간","0010","ST-46","여의동_002_18","ST-3235","영등포동_038_1","1","9","1837"
"20240717","도착시간","0010","ST-461","응암1동_023_2","ST-464","역촌동_032_1","1","10","519"
"20240717","도착시간","0010","ST-668","구로3동_034_1","ST-2817","대림1동_015_1","1","6","1059"
"20240717","도착시간","0010","ST-542","잠실4동_003_4","ST-2596","잠실6동_001_5","1","10","970"
"20240717","도착시간","0010","ST-664","신도림동_050_1","ST-417","문래동_057_1","1","6","1066"
"20240717","도착시간","0010","ST-677","개봉1동_008_1","ST-678","개봉1동_021_1","1","4","740"
"20240717","도착시간","0010","ST-71","여의동_049_2","ST-69","여의동_049_1","1","3","380"
"20240717","도착시간","0010","ST-735","공릉1동_016_1","ST-2068","공릉1동_059_1","1","6","721"
"20240717","도착시간","0010","ST-746","반포1동_053_1","ST-765","서초4동_024_2","1","5","1100"
"20240717","도착시간","0010","ST-775","양재2동_035_1","ST-1361","양재2동_007_1","1","4","640"
"20240717","도착시간","0010","ST-818","도곡1동_004_2","ST-958","개포4동_014_1","1","10","1468"
"20240717","도착시간","0010","ST-86","상암동_026_5","ST-2147","상암동_002_1","1","8","965"
"20240717","도착시간","0010","ST-95","상암동_025_5","ST-991","상암동_024_6","1","6","1341"
"20240717","도착시간","0010","ST-976","신림동_027_2","ST-702","신림동_006_1","1","12","936"
"20240717","도착시간","0010","ST-987","자양3동_002_1","ST-2309","구의1동_038_1","1","8","1217"
"20240717","도착시간","0010","ST-1093","중화2동_027_1","ST-912","면목본동_062_1","1","8","1250"
"20240717","도착시간","0010","ST-1107","번3동_008_1","ST-1110","번1동_032_1","1","6","1067"
"20240717","도착시간","0010","ST-1137","창5동_002_1","ST-2107","창5동_030_1","1","3","505"
"20240717","도착시간","0010","ST-1251","가양1동_020_1","ST-2045","가양1동_012_12","1","8","1449"
"20240717","도착시간","0010","ST-1263","군자동_035_1","ST-1194","군자동_003_1","1","3","807"
"20240717","도착시간","0010","ST-1285","중계2,3동_046_1","ST-3063","상계6,7동_060_2","1","4","530"
"20240717","도착시간","0010","ST-1364","세곡동_010_1","ST-2605","문정2동_045_1","1","10","1676"
"20240717","도착시간","0010","ST-1390","수유2동_030_1","ST-2125","번1동_034_1","1","5","1220"
"20240717","도착시간","0010","ST-1420","성내3동_030_1","ST-494","길동_012_2","1","6","977"
"20240717","도착시간","0010","ST-1481","진관동_011_1","ST-1489","진관동_045_1","1","11","1529"
"20240717","도착시간","0010","ST-1590","잠실3동_053_3","ST-1586","잠실6동_001_1","1","5","581"
"20240717","도착시간","0010","ST-1661","자양4동_009_1","ST-2865","자양2동_021_2","2","22","2606"
"20240717","도착시간","0010","ST-1672","상계9동_003_1","ST-1124","상계2동_025_1","1","5","1000"
"20240717","도착시간","0010","ST-1699","문래동_002_1","ST-3204","영등포동_053_2","1","11","1355"
"20240717","도착시간","0010","ST-1699","문래동_002_1","ST-3238","영등포동_056_1","1","7","1410"
"20240717","도착시간","0010","ST-177","숭인2동_005_2","ST-1198","왕십리도선동_027_1","1","7","1073"
"20240717","도착시간","0010","ST-1841","성내2동_036_1","ST-1045","성내2동_039_1","1","5","665"
"20240717","도착시간","0010","ST-1860","위례동_057_2","ST-1871","위례동_044_1","1","3","817"
"20240717","도착시간","0010","ST-1916","방배본동_030_1","ST-760","방배4동_032_1","1","7","1340"
"20240717","도착시간","0010","ST-1977","문래동_001_1","ST-419","당산1동_006_1","1","3","770"
"20240717","도착시간","0010","ST-2031","가양1동_018_1","ST-1402","공항동_038_1","1","9","1330"
"20240717","도착시간","0010","ST-2046","가양1동_012_13","ST-1689","가양1동_017_1","1","6","1018"
"20240717","도착시간","0010","ST-2147","상암동_002_1","ST-83","상암동_061_1","1","4","534"
"20240717","도착시간","0010","ST-2250","녹번동_021_1","ST-2777","응암1동_031_2","1","5","863"
"20240717","도착시간","0010","ST-2257","응암3동_002_1","ST-2825","응암2동_050_1","1","6","890"
"20240717","도착시간","0010","ST-2432","중림동_001_2","ST-116","소공동_002_1","1","5","1001"
"20240717","도착시간","0010","ST-248","행당2동_005_1","ST-237","행당1동_007_1","1","9","859"
"20240717","도착시간","0010","ST-2537","상암동_029_1","ST-3095","증산동_004_1","1","8","1373"
"20240717","도착시간","0010","ST-2613","우장산동_010_1","ST-1519","화곡6동_014_1","1","5","630"
"20240717","도착시간","0010","ST-2749","길동_012_1","ST-1420","성내3동_030_1","1","9","1265"
"20240717","도착시간","0010","ST-2803","대방동_033_2","ST-1150","노량진1동_016_1","1","7","1510"
"20240717","도착시간","0010","ST-2873","신사동_003_1","ST-1546","조원동_019_1","1","4","640"
"20240717","도착시간","0010","ST-294","당산2동_001_3","ST-1496","목5동_028_1","1","12","2170"
"20240717","도착시간","0010","ST-295","당산2동_025_1","ST-1701","당산2동_057_1","1","4","611"
"20240717","도착시간","0010","ST-2974","상암동_024_4","ST-77","상암동_003_2","1","5","825"
"20240717","도착시간","0010","ST-2975","서강동_009_1","ST-2168","서교동_001_1","1","7","1238"
"20240717","도착시간","0010","ST-3105","신대방2동_020_1","ST-286","신대방2동_011_1","1","3","860"
"20240717","도착시간","0010","ST-3128","가양1동_012_14","ST-3100","등촌3동_001_4","1","4","574"
"20240717","도착시간","0010","ST-3203","길음2동_002_2","ST-565","종암동_029_1","1","13","1804"
"20240717","도착시간","0010","ST-3214","방이2동_006_1","ST-2833","석촌동_015_1","1","3","850"
"20240717","도착시간","0010","ST-3248","둔촌2동_004_1","ST-1835","명일2동_024_1","1","9","1669"
"20240717","도착시간","0010","ST-340","합정동_001_3","ST-5","망원1동_024_1","1","4","820"
"20240717","도착시간","0010","ST-402","회기동_020_1","ST-1632","용신동_013_1","1","13","2235"
"20240717","도착시간","0010","ST-404","청량리동_003_3","ST-655","종암동_012_1","1","3","918"
"20240717","도착시간","0010","ST-426","당산2동_052_1","ST-293","영등포동_019_1","1","3","690"
"20240717","도착시간","0010","ST-625","가산동_028_1","ST-639","독산1동_035_1","1","6","941"
"20240717","도착시간","0010","ST-687","노량진2동_003_1","ST-699","노량진2동_020_1","1","3","916"
"20240717","도착시간","0010","ST-831","방화3동_020_1","ST-508","방화1동_002_1","1","3","334"
"20240717","출발시간","0010","ST-1006","목5동_005_1","ST-1015","목5동_002_1","1","13","1830"
"20240717","출발시간","0010","ST-1149","가산동_019_2","ST-1147","독산1동_056_1","1","11","2190"
"20240717","출발시간","0010","ST-1374","교남동_015_2","ST-124","사직동_009_3","1","6","957"
"20240717","출발시간","0010","ST-1588","오륜동_007_1","ST-1420","성내3동_030_1","1","4","829"
"20240717","출발시간","0010","ST-2744","고덕1동_065_1","ST-2696","상일2동_006_1","1","10","1840"
"20240717","출발시간","0010","ST-2873","신사동_003_1","ST-1546","조원동_019_1","1","4","640"
"20240717","출발시간","0010","ST-2878","가락2동_061_1","ST-2409","가락1동_048_3","1","17","2498"
"20240717","출발시간","0010","ST-454","대조동_020_1","ST-479","역촌동_080_1","1","8","1420"
"20240717","출발시간","0010","ST-615","창5동_012_1","ST-1110","번1동_032_1","1","11","2228"
"20240717","출발시간","0010","ST-71","여의동_049_2","ST-69","여의동_049_1","1","3","380"
"20240717","도착시간","0010","ST-446","성수2가1동_023_1","ST-506","성수2가3동_002_3","1","4","870"
"20240717","출발시간","0010","ST-831","방화3동_020_1","ST-508","방화1동_002_1","1","3","334"
"20240717","도착시간","0010","ST-3212","당산1동_009_1","ST-1677","당산1동_020_1","1","8","900"
"20240717","도착시간","0010","ST-243","용답동_004_1","ST-262","장안2동_036_1","1","11","1492"
"20240717","출발시간","0010","ST-1039","불광2동_031_1","ST-1039","불광2동_031_1","1","",""
"20240717","출발시간","0010","ST-1040","상일2동_007_1","ST-3087","상일1동_024_1","1","8","1342"
"20240717","출발시간","0010","ST-1061","천호1동_023_1","ST-1044","둔촌2동_003_1","1","8","1452"
"20240717","출발시간","0010","ST-1061","천호1동_023_1","ST-2749","길동_012_1","1","6","1040"
"20240717","출발시간","0010","ST-1171","신사동_018_1","ST-2673","신사동_021_1","1","4","790"
"20240717","출발시간","0010","ST-1194","군자동_003_1","ST-1660","자양3동_013_1","1","39","3001"
"20240717","출발시간","0010","ST-1207","성북동_015_1","ST-1457","성북동_016_2","1","7","1018"
"20240717","출발시간","0010","ST-1249","등촌3동_064_1","ST-2494","염창동_005_1","1","17","2570"
"20240717","출발시간","0010","ST-1263","군자동_035_1","ST-1194","군자동_003_1","1","3","807"
"20240717","출발시간","0010","ST-1287","하계1동_020_1","ST-1121","상계2동_031_1","1","17","1840"
"20240717","출발시간","0010","ST-1353","영등포본동_037_1","ST-304","도림동_018_1","1","5","726"
"20240717","출발시간","0010","ST-1370","둔촌2동_041_1","ST-2749","길동_012_1","1","5","930"
"20240717","출발시간","0010","ST-1375","상봉2동_014_2","ST-2283","상봉2동_036_1","1","5","815"
"20240717","출발시간","0010","ST-1400","목3동_034_1","ST-1017","목5동_008_1","1","14","1720"
"20240717","출발시간","0010","ST-1451","망우본동_060_1","ST-558","묵2동_029_1","1","16","3578"
"20240717","출발시간","0010","ST-1582","삼전동_001_1","ST-1582","삼전동_001_1","1","19","680"
"20240717","출발시간","0010","ST-1689","가양1동_017_1","ST-1645","공항동_030_1","1","7","1253"
"20240717","출발시간","0010","ST-1813","창신1동_008_1","ST-173","혜화동_033_1","1","16","2768"
"20240717","출발시간","0010","ST-1845","명일1동_021_1","ST-488","암사1동_044_1","1","7","1576"
"20240717","출발시간","0010","ST-1871","위례동_044_1","ST-2599","장지동_010_1","1","8","1007"
"20240717","출발시간","0010","ST-1881","대치4동_011_1","ST-811","역삼1동_009_1","1","13","1600"
"20240717","출발시간","0010","ST-446","성수2가1동_023_1","ST-506","성수2가3동_002_3","1","4","870"
"20240717","출발시간","0010","ST-1957","오류2동_047_1","ST-875","오류2동_066_1","1","6","533"
"20240717","출발시간","0010","ST-2037","가양1동_014_2","ST-2487","등촌1동_033_1","1","9","1831"
"20240717","출발시간","0010","ST-2056","발산1동_035_2","ST-2538","발산1동_007_1","1","8","992"
"20240717","출발시간","0010","ST-2070","중계1동_050_1","ST-867","중계1동_025_5","1","3","651"
"20240717","출발시간","0010","ST-2190","후암동_020_1","ST-1721","용산2가동_014_1","1","4","667"
